unit;rzb_cdr_counterparty_code;entity_type;entity_type_desc;rzb_cdr_counterparty_name;rzb_cdr_internal_rating;rzb_cdr_ead_pre_ccf;rzb_cdr_ead_pre_ccf;cc;cc1;dqi_check
RBRS;590858;6;Small Medium Business (SMB);BETA CORN DOO SOMBOR;SME_10;72460.99794;72460.99794;590858;590858;OK
AVAL;216803;3;Corporates;SBFK SVITANOK;CORP_10;352886.6895;352886.6895;216803;216803;OK
RBRO;886409;6;Small Medium Business (SMB);CESIMEX SRL;SME_10;158564.51;158564.51;886409;886409;OK
RBRO;756568;6;Small Medium Business (SMB);STELAS&CO PETROL SRL;SME_10;1015.654107;1015.654107;756568;756568;OK
AVAL;1211452;6;Small Medium Business (SMB);"TOV ""Akkord-Tur""";SME_10;148377.7751;148377.7751;1211452;1211452;OK
RBBY;809051;6;Small Medium Business (SMB);'AL'YANSAVTOMOTORS' OOO;SME_10;439070.5763;439070.5763;809051;809051;OK
TLSK;2036352;6;Small Medium Business (SMB);WWW.ITALSPED.SK s.r.o.;SME_10;140281.97;140281.97;2036352;2036352;OK
RBRO;682922;6;Small Medium Business (SMB);DAMCO PRESS SRL;SME_10;36829.306;36829.306;682922;;OK
RBHR;1636688;3;Corporates;MEDIA RACUNALA D.O.O.;CORP_10;114819.3697;114819.3697;1636688;1636688;OK
RBRO;926126;6;Small Medium Business (SMB);HIERRO STELY SRL;SME_10;39137.99374;39137.99374;926126;926126;OK
RBRS;130353;3;Corporates;ENTERIJER JANKOVIC DOO NOVI SAD;CORP_10;6067800.161;6067800.161;130353;130353;OK
RBRO;958644;6;Small Medium Business (SMB);TOTAL AGROCOMERT SRL;SME_10;50759.61025;50759.61025;958644;958644;OK
RBRO;186761;6;Small Medium Business (SMB);MINPROD 2005 SRL;SME_10;3045.063138;3045.063138;186761;;OK
RBHU;325807;3;Corporates;"Kód Mûszaki és Kereskedelmi Kft. ""c-sa""";CORP_10;3220085.225;3220085.225;325807;325807;OK
RLCZ;152705;3;Corporates;TRANSLIGNUM S R O;CORP_10;618.87;618.87;152705;152705;OK
RLCZ;688352;3;Corporates;AC TECHNOLOGIES S R O;CORP_10;3413.819458;3413.819458;688352;688352;OK
AVAL;694984;3;Corporates;"TOV ""MakeSha""";CORP_10;557120.3638;557120.3638;694984;694984;OK
RBRS;1251205;6;Small Medium Business (SMB);DEIXA;SME_10;4322.274258;4322.274258;1251205;1251205;OK
RBHU;190031;6;Small Medium Business (SMB);"""Sztráda-ép"" Építõipari, Szolgáltat-ó és Kereskedelmi Kft.";SME_10;2.48;2.48;;;OK
RLRS;1590943;6;Small Medium Business (SMB);GALILEO TOURS DOO LAZAREVAC;SME_10;76734.3;76734.3;1590943;1590943;OK
RLCZ;852366;3;Corporates;RESTEC S R O;CORP_10;5775.66761;5775.66761;852366;852366;OK
RBHU;312969;3;Corporates;ABCD 2007 Szolgáltató Kft.;CORP_10;0.65;0.65;;;OK
TLSK;1969834;6;Small Medium Business (SMB);PRIEMSTAV s.r.o.;SME_10;71421.69;71421.69;1969834;1969834;OK
RBRO;184736;6;Small Medium Business (SMB);FULL SERVICE;SME_10;1195.645924;1195.645924;184736;;OK
RBRU;1254259;6;Small Medium Business (SMB);OOO SLAVTEKS;SME_10;651.9074386;651.9074386;1254259;1254259;OK
RBKO;886764;6;Small Medium Business (SMB);N.P.T.BEKTASHI SH.P.K;SME_10;66666.11;66666.11;886764;886764;OK
TBSK;774385;6;Small Medium Business (SMB);Sturovci s. r. o.;SME_10;43418.79;43418.79;774385;774385;OK
RBCZ;437592;36;Private Individual (Non-Retail);;CORP_10;16797.24955;16797.24955;437592;437592;OK
RBAL;493236;36;Private Individual (Non-Retail);;CORP_10;30.63993695;30.63993695;493236;;OK
ALEASS;702269;6;Small Medium Business (SMB);CREAZIONI D'ARTE FM DI LANDO;SME_10;418662.89;418662.89;702269;702269;OK
RBHU;1983911;6;Small Medium Business (SMB);CASA VALIDA Szolgáltató Korlátolt F-elelõsségû Társaság;SME_10;110.6307303;110.6307303;1983911;1983911;OK
TBSK;598097;18;Specialised Lending Project (excl. Commodity);AGROSERVIS-SLUZBY, spol. s r.o.;SLOT_PF_6.5;617634.51;617634.51;598097;598097;OK
RFACTOR;2081488;6;Small Medium Business (SMB);JS Trade GmbH;SME_10;220094.74;220094.74;2081488;2081488;OK
RBBH;165883;6;Small Medium Business (SMB);IDEAL;SME_10;31.54670907;31.54670907;;;OK
RBAL;204611;6;Small Medium Business (SMB);ARION SHPK;SME_10;191608.1154;191608.1154;204611;204611;OK
RLRS;118840;3;Corporates;COKA DOO VUCAK;CORP_10;9772.19;9772.19;118840;;OK
RBAL;231452;6;Small Medium Business (SMB);NATOJA SHPK;SME_10;1004.14596;1004.14596;231452;231452;OK
RBRS;749291;6;Small Medium Business (SMB);EKOS PETROL DOO STAJKOVCE;SME_10;22006.73901;22006.73901;749291;749291;OK
RBBY;588215;3;Corporates;"""Baranovichigazstroi"" OAO";CORP_10;279.8257649;279.8257649;588215;588215;OK
RLCZ;1219052;6;Small Medium Business (SMB);PREMIANT CITY TOUR s.r.o.;SME_10;369071.5868;369071.5868;1219052;1219052;OK
RBAL;303319;6;Small Medium Business (SMB);SEJEGA SHPK;SME_10;337700.5274;337700.5274;303319;;OK
RBHU;954907;6;Small Medium Business (SMB);DUNA_BAROMFI Kereskedelmi Bt.;SME_10;63012.27937;63012.27937;954907;954907;OK
RBBH;162531;3;Corporates;AQUAREUMAL DOO FOJNICA;CORP_10;406.4259164;406.4259164;162531;162531;OK
RBAL;292614;3;Corporates;ALFA NIKEL SHPK;CORP_10;11.78657095;11.78657095;;;OK
RLRS;1031766;6;Small Medium Business (SMB);FRAGRANCE D.O.O. - U PRINUDNOJ LIK-IDACIJI;SME_10;2380.3;2380.3;1031766;1031766;OK
RBHR;682548;3;Corporates;CONNECTO MARE, D.O.O.;CORP_10;290554.4596;290554.4596;682548;682548;OK
RBCZ;522009;3;Corporates;VSESPORTOVNI AREAL OBRI SUD JAVORNI-K S R O;CORP_10;156558.5869;156558.5869;522009;522009;OK
AVAL;220620;3;Corporates;Voloshyn Kostiantyn Viktorovyc;CORP_10;8.34612718;8.34612718;;;OK
RBCZ;242616;3;Corporates;"LUMIUS, SPOL. S R.O. ""V LIKVIDACI""";CORP_10;500000;500000;242616;242616;OK
RBRO;295565;6;Small Medium Business (SMB);TULVAN SRL;SME_10;97990.53893;97990.53893;295565;295565;OK
RBRO;150710;6;Small Medium Business (SMB);DIVIP PROD SRL;SME_10;149179.9879;149179.9879;150710;150710;OK
ALEASS;702223;6;Small Medium Business (SMB);ASPATURA SABRI DI PASSARE;SME_10;240093.62;240093.62;702223;;OK
RBBH;944068;6;Small Medium Business (SMB);KATMAR DOO;SME_10;12.21987596;12.21987596;;;OK
RBCZ;764644;6;Small Medium Business (SMB);ELSTAV JK S R O;SME_10;726898.97;726898.97;764644;;OK
RBRS;1627227;3;Corporates;EJ REAL ESTATE;CORP_10;868426.8164;868426.8164;1627227;1627227;OK
RBAL;620573;6;Small Medium Business (SMB);FRIENDS-DISTRIBUCION SHPK;SME_10;57.77816682;57.77816682;620573;620573;OK
RBRO;1815134;6;Small Medium Business (SMB);ACTIV SKI DISTRIB SRL;SME_10;663.7276494;663.7276494;1815134;1815134;OK
RBCZ;1824723;6;Small Medium Business (SMB);OSTAX SPOL S R O;SME_10;252303.451;252303.451;1824723;1824723;OK
RBAL;171574;3;Corporates;SATURN CONSTRUCTION SHPK;CORP_10;1513.643455;1513.643455;171574;171574;OK
RLHR;133750;6;Small Medium Business (SMB);KATIVA D.O.O.;SME_10;28139.91;28139.91;133750;133750;OK
TBSK;551385;6;Small Medium Business (SMB);TWO WINGS s.r.o.;SME_10;347356;347356;551385;551385;OK
RBBY;312948;6;Small Medium Business (SMB);AVAKS CHPUP;SME_10;6254.451914;6254.451914;312948;;OK
RLBY1;1231116;6;Small Medium Business (SMB);VitSpetskarz;SME_10;123114;123114;1231116;1231116;OK
RBBH;127204;3;Corporates;BUBA COMMERCE DOO VITEZ;CORP_10;96613.03897;96613.03897;127204;127204;OK
RBRU;1356960;6;Small Medium Business (SMB);SKO SMENA OOO;SME_10;833502.7942;833502.7942;1356960;1356960;OK
RBRO;1863055;6;Small Medium Business (SMB);GOLDMEDAL INTERNATIONAL SRL;SME_10;241.6490514;241.6490514;1863055;1863055;OK
RBI;3930;3;Corporates;ALPINE Bau GmbH;CORP_10;12081095.22;12081095.22;3930;;OK
RLHR;1355886;6;Small Medium Business (SMB);IVAN NOVAK, LAGANINI;SME_10;13416.21607;13416.21607;1355886;1355886;OK
RBRU;261702;6;Small Medium Business (SMB);SIBTREYDUPAK OOO;SME_10;35667.49186;35667.49186;261702;261702;OK
RBRS;717694;3;Corporates;LIVNICA LJIG D.O.O. BEOGRAD;CORP_10;99999.9995;99999.9995;717694;717694;OK
RBAL;533075;3;Corporates;BEVCOM;CORP_10;92.11;92.11;533075;533075;OK
RBRO;1434168;6;Small Medium Business (SMB);AGRESIM IMPEX C & I SRL;SME_10;96866.41279;96866.41279;1434168;1434168;OK
RBI;1447883;3;Corporates;Hilding Anders International-AB;CORP_10;12757202.96;12757202.96;1447883;1447883;OK
ALEASS;1493731;3;Corporates;LAMACART S.P.A.;CORP_10;46070.77;46070.77;1493731;1493731;OK
RBBY;1800463;6;Small Medium Business (SMB);OOO 'DZHASTIT';SME_10;483.0532995;483.0532995;1800463;1800463;OK
RBHU;86365;3;Corporates;ALFA-NOVA Energetikai, Fejlesztõ, T-ervezõ és Vállalkozó Kft. f.a.;CORP_10;328.0562775;328.0562775;86365;86365;OK
RBRO;1519118;6;Small Medium Business (SMB);CEZONA CONSULT SRL;SME_10;293954.65;293954.65;1519118;1519118;OK
AVAL;461731;6;Small Medium Business (SMB);"PSP ""Polissia""";SME_10;101861.0687;101861.0687;461731;461731;OK
RBHU;189052;6;Small Medium Business (SMB);ARCUS Interactive Group Kommunikáci-ós és Tanácsadó Zrt.;SME_10;10.90128969;10.90128969;;;OK
RLHR;142800;39;Associations;PARTNERSTVO ZA DRUSTVENI RAZVOJ;CORP_10;7979.26;7979.26;142800;142800;OK
RLRS;1541564;6;Small Medium Business (SMB);MOD COMMERCE DOO BEOGRAD;SME_10;13857.72;13857.72;1541564;1541564;OK
RBBH;1363353;6;Small Medium Business (SMB);ORMAN DOO LIVNO;SME_10;38166.00625;38166.00625;1363353;1363353;OK
TLSK;1400115;3;Corporates;AGROSPOLOCNOST POLOMKA s.r.o.;CORP_10;285039.01;285039.01;1400115;1400115;OK
RBHU;599025;3;Corporates;MEZEI-VILL Villamosipari Szolgáltat-ó és Kereskedelmi Kft.;CORP_10;709.0805495;709.0805495;599025;599025;OK
RBBY;907224;6;Small Medium Business (SMB);CHASTNOE PREDPRIYATIE 'SKANTEK KOMF-ORT';SME_10;14366.15565;14366.15565;907224;907224;OK
TBSK;921559;3;Corporates;MEDITECHNOLOGY SK, s. r. o.;CORP_10;2315222;2315222;921559;921559;OK
AVAL;319054;6;Small Medium Business (SMB);PP GUDIAK O. S.;SME_10;699.5455825;699.5455825;;;OK
RBRO;957538;33;Church or Religious Community;PAROHIA CERBURENI;CORP_10;4.398424084;4.398424084;;;OK
RBCZ;2046559;6;Small Medium Business (SMB);SKIPARK FILIPOVICE S R O;SME_10;631780.7252;631780.7252;2046559;2046559;OK
RBHU;755315;3;Corporates;CVS Hungary Kft.;CORP_10;87.62144832;87.62144832;755315;755315;OK
RBAL;226591;3;Corporates;FIT-MEK-OIL SHA;CORP_10;175.085354;175.085354;226591;226591;OK
RBRU;1216047;6;Small Medium Business (SMB);OOO RESURS;SME_10;160745.0073;160745.0073;1216047;1216047;OK
AVAL;177069;3;Corporates;TORHOVYI DIM HORNOST.RAIAHROKHIM;CORP_10;344787.502;344787.502;177069;177069;OK
RBRO;345997;6;Small Medium Business (SMB);ADVANTA SRL;SME_10;684.8570564;684.8570564;345997;345997;OK
RBAL;745614;3;Corporates;MARINOPOULOS S.A;CORPL_10;236.2;236.2;;;OK
TBSK;915337;3;Corporates;Destiny spol, s. r. o.;CORP_10;40443.99;40443.99;915337;915337;OK
CASRS;2150087;3;Corporates;HV PARTNER DOO MALA BOSNA U STECA;CORP_10;444083.4;444083.4;2150087;2150087;OK
RFACTOR;315395;3;Corporates;"Mediengruppe ""Österreich"" GmbH";CORP_10;1029118.64;1029118.64;315395;315395;OK
RBI;479559;26;Finance Companies - supervised;Sova Capital Limited;FIN_10;723040.465;723040.465;479559;479559;OK
AVAL;392356;3;Corporates;"PAT ""Berdianski Zhnyvarky""";CORP_10;1707342.028;1707342.028;392356;392356;OK
RBHU;1209487;6;Small Medium Business (SMB);"Üveg és Fémszerkezet Építõ Kft. ""fa-""";SME_10;241362.4224;241362.4224;1209487;1209487;OK
TLSK;2036359;6;Small Medium Business (SMB);Polnohospodarske druzstvo Kotesova;SME_10;89054.85;89054.85;2036359;2036359;OK
RBRS;171867;6;Small Medium Business (SMB);LOGOTEXT DOO BEOGRAD - U STEÈAJU;SME_10;3.808138936;3.808138936;;;OK
RBHR;109473;6;Small Medium Business (SMB);PE-GRA D.O.O.;SME_10;98444.58306;98444.58306;109473;109473;OK
RBHU;111523;3;Corporates;BRAND MADE KFT.;CORP_10;584443.4686;584443.4686;111523;111523;OK
RBBY;2037742;6;Small Medium Business (SMB);OOO 'NPP ORION-VK';SME_10;95759.19962;95759.19962;2037742;2037742;OK
AVAL;177033;6;Small Medium Business (SMB);MYKOLAIVINDODEZHA;SME_10;89.8564863;89.8564863;;;OK
TLSK;1224053;6;Small Medium Business (SMB);TENEDOR, s.r.o.;SME_10;164873.23;164873.23;1224053;1224053;OK
TLSK;1224086;6;Small Medium Business (SMB);t - mech engineering Slovakia, s.r.-o.;SME_10;68096.45;68096.45;1224086;1224086;OK
ALEASS;702371;6;Small Medium Business (SMB);TAIM AMBIENTAZIONI DI;SME_10;36817.88;36817.88;702371;702371;OK
AVAL;507966;6;Small Medium Business (SMB);AFH OL'VIIA;SME_10;192181.8296;192181.8296;507966;507966;OK
AVAL;216531;3;Corporates;"STOV ""AHROSVIT""-STOV ""Ahrosvit""";CORP_10;6454937.859;6454937.859;216531;216531;OK
RBRO;1197606;34;Other Administrative Body or Non-Commercial Undertaking;CASA CORPULUI DIDACTIC CARAS-SEVERI;CORP_10;1.01;1.01;;;OK
AVAL;190880;3;Corporates;TOV 'Torhovyi dim 'UKRAINA';CORP_10;645251.9862;645251.9862;190880;190880;OK
RBRO;776724;3;Corporates;REDOLAJ SRL;CORP_10;0.969723035;0.969723035;776724;776724;OK
AVAL;219766;6;Small Medium Business (SMB);"PP ""Sokrat""";SME_10;716919.5652;716919.5652;219766;219766;OK
RBRO;139162;6;Small Medium Business (SMB);RE-CONF-MET SRL;SME_10;211.8395798;211.8395798;139162;139162;OK
AVAL;184263;3;Corporates;P ShAKhTOUPRAVLINNYa PO;CORP_10;133.5010654;133.5010654;;;OK
RBI;24915;3;Corporates;HERBERT STEINER Ges.m.b.H.;CORP_10;123.6;123.6;;;OK
AVAL;313438;6;Small Medium Business (SMB);CHERNENKO S.V.;SME_10;0.017971297;0.017971297;;;OK
RBRO;522504;6;Small Medium Business (SMB);SERVSIM MASINI UNELTE;SME_10;548.7820408;548.7820408;522504;;OK
RBRO;868646;6;Small Medium Business (SMB);SARDORI;SME_10;23898.59986;23898.59986;868646;868646;OK
RBHU;950681;18;Specialised Lending Project (excl. Commodity);Millennium Ovi Fejlesztõ és Üzemelt-etõ Kft.;SLOT_PF_6.5;79506.8604;79506.8604;950681;950681;OK
AVAL;500670;3;Corporates;"TOV ""AHROSERVIS"" LTD-TOV ""Ahroservis"" LTD";CORP_10;1231788.411;1231788.411;500670;500670;OK
RBI;15537;3;Corporates;MFC Corporate Services GmbH;CORP_10;2021202.942;2021202.942;15537;15537;OK
RBBY;315674;6;Small Medium Business (SMB);DELOVOI VYBOR OOO;SME_10;37530.10152;37530.10152;315674;315674;OK
RBAL;155292;6;Small Medium Business (SMB);MIREL SHPK;SME_10;112419.6751;112419.6751;155292;155292;OK
RBRO;1361624;6;Small Medium Business (SMB);LCV SERAR SRL;SME_10;6055.989495;6055.989495;1361624;1361624;OK
RBHR;184559;6;Small Medium Business (SMB);TILIA, D.O.O.;SME_10;102993.9059;102993.9059;184559;184559;OK
RBI;67906;3;Corporates;PAO Mechel;CORP_10;0.000128553;0.000128553;;;OK
CASRS;2134575;6;Small Medium Business (SMB);KOMPAS TOURISM  TRAVEL DOO NOVI SAD;SME_10;98230.64042;98230.64042;2134575;2134575;OK
RBRO;1799898;6;Small Medium Business (SMB);VIJEI CLASIC BUSINESS SRL;SME_10;274.4782302;274.4782302;1799898;1799898;OK
RBAL;749766;3;Corporates;RBAL per Kurum International sha;CORP_10;1501352.033;1501352.033;749766;749766;OK
RBRS;1520192;6;Small Medium Business (SMB);GILMAR MECHANIK;SME_10;334209.3839;334209.3839;1520192;1520192;OK
AVAL;949580;6;Small Medium Business (SMB);"FH ""Mahnoliia""";SME_10;31347.68399;31347.68399;949580;949580;OK
RBCZ;289993;3;Corporates;STAMONT POZEMNI STAVITELSTVI S R O;CORP_10;744325.9766;744325.9766;289993;289993;OK
TBSK;559755;3;Corporates;STOFING, spol. s r.o.;CORP_10;211.89;211.89;559755;559755;OK
AVAL;1576480;6;Small Medium Business (SMB);"TOV ""ATP""Alektrans""";SME_10;4025.084822;4025.084822;1576480;1576480;OK
RBBH;764567;6;Small Medium Business (SMB);SEGMENT M DOO BOSANSKI PETROVAC;SME_10;1668.345408;1668.345408;764567;764567;OK
AVAL;216799;6;Small Medium Business (SMB);"PP z inozemnymy inv.""Emmanuil Farm""";SME_10;135862.1483;135862.1483;216799;216799;OK
AVAL;220119;3;Corporates;"STOV ""Prohres""";CORP_10;1243793.721;1243793.721;220119;220119;OK
RBAL;752162;6;Small Medium Business (SMB);AGRI-ZOO SHPK;SME_10;629429.1447;629429.1447;752162;752162;OK
RBRU;1616550;6;Small Medium Business (SMB);OOO BELO RUSSKII DVOR;SME_10;41052.76112;41052.76112;1616550;1616550;OK
AVAL;517381;3;Corporates;PP SHP HULIAIPIL'S'KE;CORP_10;402027.1693;402027.1693;517381;517381;OK
CASRS;149947;3;Corporates;BRANKO PERISIÆ AD KRUSEVAC - U STE-AJU;CORP_10;444583.51;444583.51;149947;149947;OK
AVAL;179006;3;Corporates;STOV Tavriiska Perspektyva;CORP_10;801368.1528;801368.1528;179006;179006;OK
RBI;41066;3;Corporates;Leoni AG;CORP_10;30130688.5;30130688.5;41066;41066;OK
AVAL;406122;6;Small Medium Business (SMB);"TOV NVK ""Irlen""";SME_10;6742.678566;6742.678566;406122;406122;OK
TLSK;100661;3;Corporates;BIO-plus, s.r.o., Spisska Nova Ves;CORP_10;21438.29;21438.29;100661;100661;OK
TBSK;740072;6;Small Medium Business (SMB);ATON Slovakia s.r.o.;SME_10;63177.97;63177.97;740072;740072;OK
RBBY;888277;6;Small Medium Business (SMB);OOO 'UNO MEBEL'';SME_10;83723.94705;83723.94705;888277;888277;OK
RBRO;292293;6;Small Medium Business (SMB);A&S GRUP CONTRACTOR SRL;SME_10;927.8129106;927.8129106;292293;;OK
TLSK;1432833;6;Small Medium Business (SMB);Freibus SLOVAKIA, s.r.o.;SME_10;172481.33;172481.33;1432833;1432833;OK
RBRS;2152851;6;Small Medium Business (SMB);PROLAW ING DOO NOVI SAD;SME_10;0.003835585;0.003835585;;2152851;ERROR
RBRU;1493903;6;Small Medium Business (SMB);TODOROV IVAN SERGEEVICH (IP);SME_10;45374.85623;45374.85623;1493903;1493903;OK
AVAL;1842412;6;Small Medium Business (SMB);FOP Hazhyiskyi Oleksandr Fokovych;SME_10;1792.198402;1792.198402;1842412;1842412;OK
RBBH;187816;6;Small Medium Business (SMB);IGMIT DOO VELIKA KLADUSA;SME_10;37.68221164;37.68221164;;;OK
RBBH;223531;3;Corporates;MAGDA COMMERC DOO TOLISA ORASJE;CORP_10;42912.18051;42912.18051;223531;223531;OK
RBBH;166680;6;Small Medium Business (SMB);HMM DOO GRADACAC;SME_10;62134.30615;62134.30615;166680;166680;OK
RBRO;1328804;6;Small Medium Business (SMB);TEDA ENERGY DEVELOPMENT SRL;SME_10;781.9533025;781.9533025;1328804;1328804;OK
TBSK;1064510;6;Small Medium Business (SMB);Old Town Service s. r. o.;SME_10;3656.79;3656.79;1064510;1064510;OK
RBRO;769817;6;Small Medium Business (SMB);COMPANIA EXPLOATARE FILM SRL;SME_10;2491.437519;2491.437519;769817;;OK
RBRO;600240;6;Small Medium Business (SMB);TIGLAROM COMPANY;SME_10;881.4102436;881.4102436;600240;;OK
RBCZ;2047532;6;Small Medium Business (SMB);FAGEMA S.R.O.;SME_10;37800.89196;37800.89196;2047532;2047532;OK
RBRO;330229;6;Small Medium Business (SMB);HERWASS INTERNATIONAL SRL;SME_10;1.557733105;1.557733105;330229;;OK
ALEASS;1927195;6;Small Medium Business (SMB);PASTICCERIA DA FABIO S.A.S. DI SCRO-FANI FABIO & C.;SME_10;99338.16;99338.16;1927195;1927195;OK
RLAL;151949;6;Small Medium Business (SMB);ALFA SHPK;SME_10;4244.29;4244.29;151949;151949;OK
RBRU;103735;12;Central Goverment;Ministry of Finance of The-Russian Federation;SOV_10;122259.7303;122259.7303;;;OK
RBRU;164642;11;Banks;PJSC Sovcombank;FIN_10;89818.11363;89818.11363;164642;164642;OK
RBRO;948663;6;Small Medium Business (SMB);DUAL STAR LOGISTIC SRL;SME_10;19093.33188;19093.33188;948663;948663;OK
RBHR;108708;6;Small Medium Business (SMB);AUTO CENTAR RADIC D.O.O.;SME_10;5595.816444;5595.816444;108708;108708;OK
AVAL;775868;3;Corporates;"TOV ""Fedorivs'kyi""";CORP_10;1220087.273;1220087.273;775868;775868;OK
RBRO;1933547;6;Small Medium Business (SMB);POLIVALENT SRL;SME_10;4.422668957;4.422668957;1933547;1933547;OK
RBHR;684808;3;Corporates;DRVO-TRGOVINA D.O.O.;CORP_10;1934438.899;1934438.899;684808;684808;OK
AVAL;476658;6;Small Medium Business (SMB);"TOV ""SP ""BUDZV'IAZOK""";SME_10;6361.559905;6361.559905;476658;476658;OK
RBBY;1217775;6;Small Medium Business (SMB);'BEREZATORGSERVIS' CHP;SME_10;48906.98656;48906.98656;1217775;1217775;OK
RBHU;624915;6;Small Medium Business (SMB);SCHISZLER-TRANS Szállítmányozási, K-ereskedelmi és Szolgáltató Kft.;SME_10;96499.5063;96499.5063;624915;624915;OK
AVAL;338442;6;Small Medium Business (SMB);"Pryvatno-Orendne Silskohospodarske-Pidpryiemstvo ""Teplo-Ohariovske""";SME_10;108967.0103;108967.0103;338442;338442;OK
RBRU;1038182;6;Small Medium Business (SMB);KHIMMONTAZH OBSHCHESTVO S OGRANICHE-NNOI OTVETSTVENNOSTYU;SME_10;110736.9816;110736.9816;1038182;1038182;OK
TBSK;515075;3;Corporates;STM POWER a.s.;CORP_10;1909645.57;1909645.57;515075;515075;OK
RBRO;106882;4;Government-Owned Commercial Undertaking;Cfr Marfa S.A.;CORP_10;103856.9551;103856.9551;106882;106882;OK
RBRU;1913157;6;Small Medium Business (SMB);SFERA-S OOO;SME_10;264998.2667;264998.2667;1913157;1913157;OK
AVAL;304238;3;Corporates;Nibulon LLC;CORPL_10;42596952.12;42596952.12;304238;304238;OK
RLHR;438772;6;Small Medium Business (SMB);MD KONSTRUKCIJE D.O.O.;SME_10;4340.468511;4340.468511;438772;438772;OK
RBAL;1216301;6;Small Medium Business (SMB);TUKOAL CEMENT SHA;SME_10;69.03063989;69.03063989;1216301;1216301;OK
RBRO;553846;39;Associations;ASOC VINAT SI PESC SPORTIVI UNIREA;CORP_10;15802.6;15802.6;553846;553846;OK
RBAL;608009;3;Corporates;M.RRYCI SHPK;CORP_10;2154318.07;2154318.07;608009;608009;OK
AVAL;1269253;6;Small Medium Business (SMB);"TOV ""Hlobo-ltd""";SME_10;23220.33631;23220.33631;1269253;1269253;OK
RBI;507279;12;Central Goverment;Ministry of Finance and Economic Planning, Ghana;SOV_10;173201745.7;173201745.7;507279;507279;OK
RBRO;472324;6;Small Medium Business (SMB);PAP CONSTRUCT INTERNATIONAL SRL;SME_10;449.0017518;449.0017518;472324;472324;OK
RBHR;739239;6;Small Medium Business (SMB);HAIRCOS J.D.O.O.;SME_10;34237.93;34237.93;739239;;OK
AVAL;537420;6;Small Medium Business (SMB);"TOV ""AGRO-AL'IANS K""";SME_10;175503.332;175503.332;537420;537420;OK
RBAL;131166;6;Small Medium Business (SMB);EURO-GRAMA SHPK;SME_10;312105.76;312105.76;131166;131166;OK
RBHU;110899;3;Corporates;TMK-Automatika Ipari Szolgáltató és- Fõvállalkozó Kft.;CORP_10;3.08;3.08;;;OK
AVAL;1023946;3;Corporates;"TOV ""Inteks-Hrup""";CORP_10;28344.48947;28344.48947;1023946;1023946;OK
RBBH;697822;6;Small Medium Business (SMB);ZESPED DOO ZENICA;SME_10;127510.6016;127510.6016;697822;697822;OK
TBSK;1059250;3;Corporates;SM8 s.r.o. v konkurze;CORP_10;363299.5;363299.5;1059250;1059250;OK
RBHU;950946;18;Specialised Lending Project (excl. Commodity);Corvin Ovi Fejlesztõ és Üzemeltetõ-Kft.;SLOT_PF_6.5;56155.19034;56155.19034;950946;950946;OK
RBHR;790135;3;Corporates;PROMET GRADENJE D.O.O.;CORP_10;89839.21958;89839.21958;790135;790135;OK
RBRO;731684;6;Small Medium Business (SMB);NEW ECO BUILD SRL;SME_10;793.0363199;793.0363199;731684;731684;OK
RBRO;124225;6;Small Medium Business (SMB);CONNECTIONS HOLDING S.R.L;SME_10;530.2437096;530.2437096;124225;;OK
